Title,main bahan,Ingredients,Steps,Loves,URL
Peyek udang / gimbal urang,Udang,"1/2 kg udang--6 sdm tepung beras--3 sdm tepung terigu--3 sdm tapioka--1 butir telor--1/2 bungkus santan kara segitiga--Secukupnya air--Bumbu:--4 siung bawang putih--5 siung bawang merah--4 butir kemiri--1 sdm ketumbar--1 ruas jari kunyit--Secukupnya garam--Secukupnya kaldu ayam (jays's kitchen non MSG)--2 lembar daun jeruk, iris lembut--","Haluskan bumbu kecuali daun jeruk.--Campur semua bumbu dengan semua bahan, tambahkan air secukupnya sampai konsistensi cenderung cair. Aduk rata.--Goreng dengan minyak banyak sampai golden brown. Angkat, tiriskan.--",11,/id/resep/3990685-peyek-udang-gimbal-urang
Tumis udang kembang kol,Udang,"10-12 udang ukuran sedang--1 buah bunga kol--1/2 jeruk nipis--Secukupnya gula, garam, saus tiram dan merica bubuk--1 buah tomat ukuran sedang--2 sdm minyak goreng--Bumbu yang dihaluskan--3 siung bawang merah--2 siung bawang putih--3 cebe merah--","Bersihkan udang dan Rendam dalam air yang di beri perasan jeruk nipis. Rendam selama 5 menit.--Potong- potong bunga kol sesuai selera lalu cuci hingga bersih--Panaskan wajan, beri 2 sdm minyak goreng lalu masukkan bumbu yang sudah dihaluskan. Tumis sampai harum.--Masukkan udang dan potongan tomat, masak setengah matang. Lalu tambahkan air secukupnya.--Masukkan bunga kol, tambahkan garam, gula, merica bubuk dan saus tiram secukupnya.--Aduk-aduk hingga tercampur rata, tes rasa dan jika sudah matang matikan api.--Tumis udang bunga kol siap disajikan--",14,/id/resep/3990227-tumis-udang-kembang-kol
Udang Tofu Lada Hitam,Udang,"225 gram Udang windu--1 bungkus Tofu, potong2 lalu goreng--Bumbu marinasi :--1/2 sdt Garam--1/4 sdt Merica bubuk--Bumbu :--1 buah Bawang bombay, iris2--3 siung Bawang putih, cincang halus--2 buah Cabe keriting (merah dan hijau), potong serong--Bahan saos (kl mau lebih banyak saus, tinggal dikalikan 2 aja) :--2-3 sdm Kecap Inggris--1-2 sdm Kecap manis--2 sdm Saus sambal--1 sdm Saus tomat--1-2 sdt Lada hitam, ulek kasar--1 sdt Garam--Bahan Tambahan :--1 sdm Tepung tapioka--1 sdm Butter--1 batang Daun bawang, iris2--","Siangi udang, kupas kulitnya dan sisakan bagian ekor. Kerat punggungnya lalu cuci bersih. Lumuri udang dgn garam dan merica. Diamkan sekitar 15 menit--Campur bahan saus jadi satu, aduk rata.--Baluri udang dengan tepung tapioka, aduk2. Lalu goreng sebentar, cukup sampai berubah warna saja.--Panaskan minyak dan butter, tumis duo bawang dan cabe sampai harum.--Masukkan bahan saus, masak sampai sausnya mendidih.--Masukkan udang, tofu dan daun bawang. Masak sampai bumbu meresap. Angkat dan sajikan.--Asli enak bgt. Sukaaaa 😊--Enak--",8,/id/resep/3985993-udang-tofu-lada-hitam
Tumis udang saus tiram,Udang,1/4 kg udang--Bumbu tumis--1 buah tomat (iris)--3 siung bawang merah (iris)--2 siung bawang putih (iris)--Sedikit Garam--Sedikit Penyedap--Sedikit Saori saos tiram--,"Cuci bersih udang--Tumis bahan bahan yang telah diiris--Masukkan udang,--Tambahkan garam dan penyedap--Aduk aduk--Tumis udang saori saos tiram siap dihidangkan--",52,/id/resep/3989000-tumis-udang-saus-tiram
Udang asam manis pedas ,Udang,250 g udang segar--Bumbu halus:--6 bawang merah--3 bawang putih--1/2 bawang bombay--Cabe rawit (opsional)--Cabe keriting iris serong--Saus tomat--Saus sambal--Daun bawang--Jahe--Tomat--Garam--Gula--Penyedap--,"Cuci bersih udang, sisihkan--Haluskan bumbu halus (boleh jg cuma di rajang)--Tumis bumbu halus sampe harum, masukkan bawang bombay,jahe, duo saus tunggu hingga meletup2--Masukkan udang,daun bawang,tomat. Aduk rata tambahkan garam gula penyedap. Masak hingga matang--Test rasa--Udang asam manis pedas siap di saJikan--",52,/id/resep/3845431-udang-asam-manis-pedas-%F0%9F%98%8B
Udang goreng tepung saos asam manis,Udang,250 gr udang kecil--Tepung bumbu serbaguna me mamasuka--Bumbu halus:--5 bawang merah--3 bawang putih--Kemiri--Garam--2 Cabai rawit merah (sesuai selera)--Bumbu lain: saos sambal--sisir Gula jawa--Bawang Bombay (aku gapake soalnya abis stok)--1 tomat kecil iris kecil2--1/4 sdm Tepung maizena--,"Bersihkan udang dari cangkang--Ambil 3 sendok tepung bumbu kasih air (jangan terlalu encer jangan pula terlalu kental), lalu wadah yang lain tepung yang agak kering agak banyak.. Celupkan udang ke adonan cair lalu ke adonan kering (apabila ingin agak tebal diulang ulang)--Goreng udang di minyak panas lalu tiriskan--Bikin saos: tumis bawang Bombay, lalu masukkan bumbu halus sampai harum, masukkan gula Jawa, tomat dan saos sambal beri sedikit air. Diamkan sebentar sampai tomat layu dan air menyusut. Lalu masukkan tepung maizena yang sudah dilarutkan. Aduk2 sebentar cek rasa, lalu tuang ke wadah kecil--",29,/id/resep/3985453-udang-goreng-tepung-saos-asam-manis
"Pangsit goreng (ayam, udang, jamur)",Udang,250 gr ayam--125 gr udang--250 gr jamir kuping--200 gr wortel--150 gr brokoli hijau--2 helai daun bawang--2 butir telur--350 gr tepung sagu tani--6 butir bawang putih--10 butir bawang merah--1/2 sendok kecil (sendok teh) merica bubuk--2 sendok kecil garam (sesuai selera)--1 sendok makan gula pasir--30 lembar Kulit pangsit--,Rajang halus jamur kuping--Parut wortel menggunakan parut kecil dan potong brokoli kecil2--Giling ayam dan udang atau boleh di blender tanpa menggunakan air--Rajang bawang daun tipis2--Rajang halus bawang bombay--Haluskan bawang merah dan bawang putih campurkan semua bahan menjadi satu--Aduk semua bahan--Bentuk adonan menggunakan kulit pangsit--Kukus pangsit kira2 30 menit--Goreng hingga kecoklatan--Sajikan selagi hangat--,9,/id/resep/3985304-pangsit-goreng-ayam-udang-jamur
Udang Saus Mentega ,Udang,"500 gr Udang buang kepalanya,sayat punggungnya buang kotorannya--secukupnya Saus sambal keto--2 sdm Kecap tropicana slim--2 sdm butter--Minyak untuk menggoreng--Garam--Penyedap--Merica--Bumbu cincang kasar :--7 siung bawang putih--10 siung bawang merah--Seruas jari jahe--1 Bawang bombay yg ukuran sedang--","Goreng udang yang sudah di bersihkan.. sebentar sajah asal sdh terlihat berubah warna.. angkat--Tumis bumbu cincang dengan menggunakan butter..--Masukkan saus keto dan kecap tropicanaslim.. tambahkan air sedikit sajah biar bumbu ga gosong.. lalu tambahkan garam,penyedap dan merica.. aduk rata--Masukkan udangnya.. aduk rata.. lalu koreksi rasa..--Angkat dan hidangkan selagi panas--Selamat mencoba🙏🙏--",25,/id/resep/3984386-udang-saus-mentega-keto
Petis udang mudah,Udang,1/2 kg udang (kepala dan kulit saja)--Secukupnya gula merah--Secukupnya air--Secukupnya garam--Secukupnya gula pasir--Secukupnya terasi udang--Secukupnya kecap manis--,"Blender kulit dan kepala udang dg sedikit air. Saring--Rebus air saringan tsb dg gula merah, gula pasir, terasi, kecap manis dan garam hingga kental--",8,/id/resep/3983973-petis-udang-mudah
"Balado udang, kentang, telur puyuh",Udang,1/4 udang gala kupas--10 butir telur puyuh--2 bh kentang uk sedang--1 bh bawang bombay--10 siung cabai merah besar--7 siung bawang merah--2 siung bawang putih--1 buah tomat uk besar--3 sdm mentega--1 sdt garam--1/2 sdt gula (pengganti micin)--,"Kupas udang 👉 belah punggung 👉buang urat nya lalu cuci bersih 👉goreng dengan mentega sampai warna udang berubah kemerahan & kadar air berkurang 👉kupas kentang, potong dadu tambahkan minyak ke wajan setelah slsi menggoreng udang, lali goreng kentang hingga matang.--Rebus telur puyuh 👉kupas--Ulek / blender cabai, bawang merah,putih, bombay, & tomat sampai halus 👉 tumis hingga harum, masukan garam & gula tambahkan sedikit air lalu masukkan kentang, udang dan telur puyuh sampai meresap 👉angkat & hidangkan.--",17,/id/resep/3983749-balado-udang-kentang-telur-puyuh
Udang goreng garing ,Udang,1/4 Udang ukuran sedang--1 bungkus tepung bumbu serbaguna original (yg gambar udang)--secukupnya minyak untuk menggoreng--,Bersihkan udang dari kepala ny--Lalu beri tepung bumbu dan aduk2....diamkan sebentar--Panaskan minyak dan goreng...hidang kan deh simple enak garing😘--,8,/id/resep/3983425-udang-goreng-garing-kriuk%F0%9F%8D%A4%F0%9F%8D%A4%F0%9F%8D%A4
Udang Bakar Mentega,Udang,"1/2 kg udang windu ukuran besar, buang kepalanya, kerat punggungnya, ambil & buang bagian berwana hijau yg mirip benang, cuci bersih--secukupnya mentega--secukupnya kecap manis--🍒bahan sambal kecap :--secukupnya cabe rawit, potong2--secukupnya bawang merah, lupas, potong2--secukupnya kecap manis--","Tusuk udang dg tusukan sate, jumlah udang pertusuk sesuai selera.--Siapkan mentega & kecap manis, aduk rata. Oleskan pada seluruh bagian udang. Diamkan sejenak.--Panggang/bakar udang hingga berubah warna, balik spy rata matangnya. Angkat, olesi lagi dg bahan olesan mentega & kecap. Panggang/bakar lagi.--Jika dirasa cukup kematangannya...angkat. Jangan terlalu kering krn nanti kulitnya susah dikupas....--Sajikan dengan lalapan & sambal kecap.--Membuat sambal kecap : campur potongan cabe rawit & bawang merah. Tambahkan kecap sesuai kebutuhan. Aduk rata. Sudah --",11,/id/resep/3982528-udang-bakar-mentega
Udang & Tahu saus tiram,Udang,"250 g udang--10 Tahu putih--1 genggam buncis--3 bawang putih--5 bawang merah--3 cabe hijau buang bijinya--2 Tomat hijau--1 Tomat merah--Saus tiram, kecap manis--Gula, garam, merica--","Bersihkan udang sampai bersih, buang kepalanya--Potong dadu Tahu putih kemudian gorenG sampai matang--Iris buncis, bawang merah, bawang putih, Tomat hijau Dan merah, cabe hijau--Tumis bawang merah, bawang putih Dan cabe hijau sampai wangi--Masukkan Tahu, buncis Dan udang tambahkan saus tiram, kecap, gula, garam, merica secukupnya. Masak sampai matang lalu sajikan 😘--",28,/id/resep/3982455-udang-tahu-saus-tiram
Mini Tempura Udang,Udang,100 gram udang ukuran sedang/kecil--1/2 bungkus kecil tepung roti mamasuka(ancurin smp rada lembut)--Secukupnya minyak untuk menggoreng--Bahan campur:--1 butir telur--3 sdm tepung terigu--1 sdt bawang putih bubuk--Secukupnya garam dan merica--Sedikir air--,"Bersihkan udang dari kepala dan kulitnya, ekornya gaperlu dibuang--Tips biar udangnya lurus: kerat kerat bagian bawah udang pas di lekukan2 sekitar 3 kerat trs lurusin posisi udangnya--Udangnya bisa di marinate dulu pake garam, merica, bawang putih bubuk tapi dikit aja tar keasianan--Campur semua bahan campuran, airnya dimasukin terakhir aja. Adonannya sedikit kental, jgn keenceran--Celupin udangnya ke bahan campuran--Guling2 udang di tepung roti--Goreng dgn api kecil aja, kalo api besar nanti gosong(tepung roti gampang bgt gosong)--Goreng sampe coklat emas, trs angkat! Tiati gosong ya hehe--",13,/id/resep/3981156-mini-tempura-udang
Pheep Sabee Boh Trueng Tinyok (Udang Sabu Aceh),Udang,Udang sabu--Bawang merah--Bawang putih--Cabe rawit--Asam sunti--Cabe merah keriting--Kunyit--Terong hijau--,"Haluskan bumbu-bumbu, tumis sampai harum, masukkan udang sabu, potong potong terong hijau.. masukkan terong di akhir.--",9,/id/resep/3979914-pheep-sabee-boh-trueng-tinyok-udang-sabu-aceh
Udang Cumi Lada Hitam,Udang,"1 kg udang--1/2 kg cumi--6 siung bawang putih--1 buah bawang bombai--3 sdm saus lada hitam--6 sdm saus tiram--3 sdm kecap manis--1 sdm lada hitam uleg kasar--secukupnya Garam, gula dan royco--secukupnya Air--Minyak secukupnya untuk menumis--","Tumis bawang putih dan bombai hingga harum--Masukkan cumi hingga berubah warna--Lalu masukkan udang dan semua bahan--Masak hingga matang, koreksi rasa dan sajikan.--",12,/id/resep/3979153-udang-cumi-lada-hitam
Pokcoy udang,Udang,"4 pokcoy--1/4 udang--6 bawang putih--Kecap saus tiram--Kecap manis--Garam,gula,lada penyedap--Minyak sayur untuk menumis--Dan air untuk merebus--",Cuci bersih pokcoy sbelu itu rebus air smpai mendidih laluu rebuss pokcoy smpe stengah matang jngn lupa tambhkn garamm aduk2 klo skiranya sdh matang angkat dan sajikan di piring--Potong kasar bawang putih.. dan udangnyaa di kupass yaa.. di buang kepala dan kulitnyaa. Dan cuci bersih--Stelahh bawang putih sdh di botong dan udang sdh di bersihkan. Tumiss bawang putih smpee harum.. lallu masukann udang yg sdh di bersihikan td. Aduk2 smpe merata dan udang mulai melayu. Tambhakn kecap saus tiram kecap manis. Dan aduk lagi smpe merata. Tambhakn air secukupnya aja. Lallu tambhkn garam gula penyedap dan lada aduk smpe mateng yaa bunda. Jngn lupa di chek rasanyaa 😁 biar pass rasanyaa--Dan siapp di hidangkann. Di tata di atass pokcoy. Makan selangi hangat dengan nasi panas👍 --Selamat mencoba😁✌️--,28,/id/resep/3979177-pokcoy-udang
Tumis udang pedas jakung (jagung kangkung),Udang,500 gr udang--2 buah jagung manis--1 ikat kangkung segar--4 siung bawang putih--5 siung bawang merah--1 buah bawang bombay sedang--sesuai selera Cabai rawit / cengek--,"Cuci dan buang kepala udang--Potong kangkung dan rontokkan biji jagung dari batangnya--Iris halus bawang merah, bawang putih bawang bombay, dan cabai rawit/cengek--Tumis bawang merah, bawang putih, bawang bombay, dan cabai rawit/cengek hingga harum dan agak kering.--Masukkan udang yang sudah dicuci--Beri sedikit air, garam, penyedap rasa, dan gula. Yang saya gunakan adalah gula merah atau gula aren asli.--Setelah udang agak matang, masukkan jagung yang sudah dicuci sebelumnya. Cek rasa sesuai selera.--Setelah jagung agak matang, masukkan kangkung segar.--Tunggu hingga kangkung layu, cek kembali rasa, dan bumbu meresap sempurna.--",10,/id/resep/3978619-tumis-udang-pedas-jakung-jagung-kangkung
Udang bakar madu ,Udang,250 gram udang ujuran sedang--2 sdm saos tomat--1 sdm saos sambal--2 sdm kecap manis--4-5 sdm madu--sejumput Garam--4 siung bawang putih haluskan--2 siung bawang merah haluskan--,"Bersihkan udang kecuri dg air jeruk nipis sisihkan sebentar, lalu cuci kembali--Campur semua bumbu perendam masukan udang dan simpan d kulkas 30 menit, lalu panaskan teflon dg olesi mentega dan panggang udang smpi matang dg diolesi sisa bumbu--",14,/id/resep/3978405-udang-bakar-madu-teflon
Tumis udang berkuah ,Udang,"1 kg udang, udang apa aja boleh--5 siung bawang putih, iris--5 siung bawang merah, iris--2 buah cabe merah besar, iris serong--2 buah cabe ijo, iris serong--1 bungkus saori saos tiram--secukupnya Kecap manis--Garam, gula, penyedap rasa--Minyak ut menumis--secukupnya Air--","Tumis bawang merah bawang putih dan cabe sampai harum--Masukan udang yg sudah dibersihkan, aduk aduk tambahkan air sesuai selera--Tambahkan garam gula penyedap rasa kecap manis sesuai selera dan saos tiram, atur rasa jadi deh, karena udang emang bentar aja mateng, 😊--",40,/id/resep/3976016-tumis-udang-berkuah-%F0%9F%98%82
Oseng udang kuah puedes ongguh,Udang,1/4 kg udang--Bawang merah--Bawang putih--Cabe rawit (selera)--Garam dan penyedap rasa--Sedikit minyak untuk tumis--secukupnya Air--,"Bawang merah, bawang putih, cabe dirajang kecil--Tumis smua bawang dan cabe sampai harum, kemudian masukkan udang, masak sampai berubah warna--Tambahkan air lalu garam dan penyedap rasa..--Oseng udang kuah puedes ongguh siap disajikan--",10,/id/resep/3975472-oseng-udang-kuah-puedes-ongguh
Tumis udang buncis kembang kol,Udang,1/4 kg Udang--1/2 Kembang kol--1 genggam Buncis--4 buah Bawang merah--4 buah Bawang putih--5 buah Cabe rawit--Saori saos tiram--Penyedap rasa--Garam--,"Tumis bawang merah, bawang putih, cabe rawit yg sudah diiris tipis-tipis sampai wangi--Masukkan udang kemudian tambahkan air hingga udang berwarna merah--Masukkan buncis dan kembang kol lalu aduk- aduk--Tambahkan garam, saori dan penyedap rasa. Aduk sampai rata dan cicipi.--Siap disajikan.--",27,/id/resep/2586374-tumis-udang-buncis-kembang-kol
Tumis Jagung Muda dan Udang,Udang,150 gr udang--3 buah sosis--250 gr jagung muda--sesuai selera Borokoli--100 gr wortel--Bumbu:--3 siung bawang putih--5 siung bawang merah--5 buah cabai merah--1 sdm saus tiram--2 sdm kecap manis--secukupnya Garam--secukupnya Gula--secukupnya Air--secukupnya Minyak--,Bersihkan udang buang kulit dan kepalanya. Potong2 sayur dan bumbu--Tuang minyak goreng lalu tumis bumbu yang sudah dipotong halus. Tumis hingga wangi. Masukkan kecap tiram dan kecap manis lalu beri air--Masukkan sayuran. Adukk. Tunggu hingga air menyusut dan sayuran matang--Sebelum air benar2 menyusut tambahkan gula dan garam. Koreksi rasa jika sudah pas tunggu sampai air menyusut. Lalu sajikan--,15,/id/resep/3974221-tumis-jagung-muda-dan-udang
Balado Udang jengkol muda,Udang,250 gram jengkol muda--250 gram udang--Secukupnya minyak dan penyedap--Bahan halus--10 buah cabe merah keriting--6 butir bawang merah--2 butir bawang putih--2 buah tomat--1/2 sdt garam kasar--,"Siapkan semua bahan, potong 2 jengkol sisihkan buang kulit nya sisihkan,cuci bersih udang,ulek cabe sampai setengah halus sisihkan.--Panaskan minyak lalu goreng jengkol mudanya,buang kulitnya karena langsung lepas dari jengkol, lalu sisihkan--Goreng udang sampai merah atau sesuai kematangan yang diinginkan sisihkan.--Lalu masukkan cabe masak sampai matang (kira2 aja ya,kalau saya sampe wangi cabenya kecium),kelar deh tinggal dinikmati deh😁--",13,/id/resep/3973630-balado-udang-jengkol-muda
Misoa udang nyemek,Udang,1 ikat misoa--3 buncis iris kasar--1 butir telur--5 buah udang kupas kulit lalu cincang halus--1 siung bawang putih besar--secukupnya Kecap asin--secukupnya Gula--300 ml Air--Bawang goreng dan kacang edamame rebus sbg pelengkap--,"Rebus misoa. Lalu tiriskan. Sisihkan--Tumis bawang putih sampai harum dan layu. Masukkan udang cincang, masukkan buncis, kecap asin dan gula. Masukkan air dan misoa. Sudah agak mendidih masukkan telur. Aduk2 sampai telurnya melapisi seluruh misoa. Koreksi rasa bila ada yg kurang.--Beri taburan bawang goreng dan kacang edamame rebus. Sajikan dengan cinta--",15,/id/resep/3973612-misoa-udang-nyemek
Telur tomat plus homemade baso udang,Udang,"1 ons udang kupas kulit--3 butir telur, kocok lepas lalu tambahkan 150ml air--Minyak utk menumis--3 siung besar bawang putih, iris halus--3 batang daung bawang iris kasar--1 buah tomat belah 4--Air 400ml utk memasak baso udang--secukupnya Minyak wijem--secukupnya Garam dan lada--secukupnya Minyak wijen--","Cincang udang sampai halus tambahkan garam sedikit. Lalu uleni. Masak air sampai mendidih. Bulatkan dengan tangan lalu masukkan ke air mendidih. Masak sampai matang. Sisihkan--Masak tomat dgn sedikit minyak setelah layu. Sisihkan--Tumis bawang putih sampai harum dan layu, masukkan telur yg sudah dikocok halus. Aduk2 telur tadi sampai setengah matang lalu masukkan tomat yg sudah layu. Masukkan baso udang dan air rebusan baso. Sedikit saja ya masukkan airnya. Tambahkan garam dan lada sesuai selera. Setelah mendidih tambahkan daun bawang dan minyak wijen. Aduk rata.--Sajikan dengan cinta.--",14,/id/resep/3973560-telur-tomat-plus-homemade-baso-udang
Sup Udang Goreng dan Ayam,Udang,"200 gr udang (berat bersih)--1 telur--1 sdt himalayan salt--1 sdt merica--1/2 sdt baking powder--65 gr wortel (lebih baik kalau organik)--65 gr brokoli (organik)--250 gr ayam (berat bersih)--1 lt kaldu ayam--3 siung bawang putih, cincang--secukupnya Himalayan pink salt--secukupnya Merica--","Buat udang goreng. Cincang udang, beri telur, garam, merica dan baking powder. Aduk rata. Masukkan ke lemari es kurang lebih 1 jam--Masukkan udang ke dalam piping bag. Panaskan minyak. Goreng udang hingga matang. Potong potong--Potong wortel bentuk bunga. Rebus. Tiriskan--Potong brokoli. Rebus. Tiriskan--Kukus ayam hingga matang, potong kotak--Panaskan kaldu ayam. Sementara goreng bawang putih cincang, lalu masukkan ke dalam kaldu ayam, beri garam dan merica sesuai selera.--Tata ayam, udang, wortel dan brokoli dalam mangkuk. Beri kuah kaldu ayam. Sajikan panas panas--",12,/id/resep/3973447-sup-udang-goreng-dan-ayamketopad_cp_anekasoup
Shrimp Meatballs Soup ,Udang,"Bahan A--500 gram udang, haluskan--50 gram tepung keto--1 bungkus agar agar--3 butir putih telur dari telur utuh--3 siung bawang putih--1 sdt merica--1/2 sdt HS--Secukupnya kaldu jamur--Bahan B--1 liter air--3 siung bawang putih haluskan--Secukupnya HS, merica, kaldu jamur--Secukupnya Minyak barco untuk menumis--Bahan C--1 buah wortel iris--1/2 kembang kol--Kembang tahu (bisa juga tidak pake)--Bihun shirataki (bisa juga tidak pake)--","Bahan A ; campur semua bahan Menjadi satu sampai adonan pasta merata,--Bahan B ; tumis semua bahan sampai harum. Didihkan air, masukkan bahan Yang sudah ditumis--Masukkan satu persatu Bola Bola udang (bentuk seperti bakso, bisa pake tangan atau sendok, saya pake tangan pengen cepat) sampai Bola udang udang mengembang Dan Naik dipermukaan. Sebagian bola udang saya goreng--Masukkan wortel Dan kembang kol, berikutnya masukkan semua bumbu sesuai selera, terakhir masukkan daun bawang dan seledri--Tata di mangkok, masukkan bihun shirataki (Kalo suka), masukkan semua Bola udang, sayur2an, kembang tahu, daun bawang dan seledri di mangkok, siap dinikmati selagi panas...--Hmmmmm yummies   , nikmat sekali.... Aroma wanginya Dari kuah udangnya 😍 bisa ditaburi dengan bawang goreng, dimakan dengan cocolan sambel Dan kerupuk kulit juga enak...--",9,/id/resep/3972497-shrimp-meatballs-soup-ketopad_cp_anekasoup
Udang saus tiram pedas,Udang,1/2 kg udang--5 siung bp--1 buah tomat--1 buah bawang bombay kecil--2 cabe kriting--3 sdm saus tiram--3 sdm saus cabe--,"Rajang bawang putih dan iris bawang bombay juga cabe kriting--Tumis bawang putih, bawang bombay, dan cabe kriting.--Lalu masukan udang denga sdkit air tunggu sampai matang. Lalu masukan saos tiram, saus sambel juga tomat. Aduk rata tunggu matang--Siap sajikan--",26,/id/resep/3972740-udang-saus-tiram-pedas
Udang tahu saus tiram,Udang,1/4 udang--5 helai kacang panjang--3 buah tahu  (boleh lebih)--1 Buah wortel  (sesuai selera)--3 siung bawang merah--1 siung bawang putih--2 cabai merah--2 cabai hijau--saos tiram (saya pake saori)--1 sendok teh kecap manis--1 sachet masako daging sapi--1/2 gelas air--,Rebus udang sampe matang berwarna pink. tiriskan. lalu buang kulit dan kepala y. (ekor y saya biarkan biar udang ga ancur2 amat)--Potong tahu dadu (saya potong pipih jd 4 bagian laalu potong dadu kecil) lalu goreng smpe matang (ga perlu lama2 bun kalo kering jd y ga empuk).--Potong kacang panjang dan wortel sesuai selera ya bun.. potong bumbu seperti bawang merah putih cabe merah dan hijau--Tumis bawang merah dan putih sampe harum. masukan cabe merah dan hijau sampe layu. masukan air setengan gelas kecil biarkan smpe mendidih kemudian masukan wortel dan kacang panjang sampai layu. baru deh masukin masako saori dan kecap manis nya di icip dulu ya bun kalo rasa sudah pas baru tahu dan udang di masukan. tumis sampai bumbu nya meresap dan air berkurang.--Kalo air sudah berkurang tumis udang tahu siap di hidangkan.--,11,/id/resep/3972596-udang-tahu-saus-tiram
Hekeng Ayam Udang ,Udang,500 gr Paha Ayam Cincang--200 gr Udang Cincang Kasar--50 gr Putih Telur--70 gr Tepung Putih Telur--1 Batang Daun Bawang iris tipis--3 siung Bawang Merah Cincang--3 siung Bawang Putih Cincang--2 sdm Minyak Wijen--2 sdm Saos Tiram--1 sdt Himsalt--1 sdt Lada Bubuk--1/4 sdt Bumbu Ngo Hiong--1 Pack Kulit / Kembang tahu--,Aduk semua bahan jadi satu dan semua bumbu tercampur rata.--Bagi 8 kembang tahu. Bagi 8 adonan kekian agar sama besar.--Gulung adonan di kulit tahu sampai habis.--Kukus selama 20 menit.--Dinginkan. Bisa di frozen buat amunisi. Goreng saat mau di makan.--,55,/id/resep/3970771-hekeng-ayam-udang-keto
Udang Saos Balado,Udang,500 gram udang (sudah saya goreng terlebih dahulu)--20 buah cabe keriting yang sudah dikukus--8 buah bawang merah--3 siung bawang putih--1 sdm kecap asin--2 sdm saos tiram--100 ml saos tomat--250 ml air putih--secukupnya Garam--Minyak goreng said--,"Goreng udang terlebih dahulu sampai berubah warna, lalu sisihkan.--Ulek atau cincang kasar bawang merah, bawang putih lalu sisihkan.--Ulek atau cincang kasar cabe keriting, lalu sisihkan.--Tumis bawang merah dan bawang, jika sudah harum dan berubah warna masukan cabe keriting, aduk hingga tercampur rata. Lalu masukan air putih, saos tomat, saos tiram, kecap asin, koreksi rasa jika belum asin masukan garam.--Jika bumbu sudsh mengental, lalu masukan udang. Aduk aduk hingga tercampur rata. Proses ini kisaran 2-3 menitan. Jika sudsh meresap, matikan api, angkat dan sajikan.--",11,/id/resep/3971031-udang-saos-balado
Udang goreng garlic,Udang,"250 gr udang (saya pake tiger prawn ukuran sedang)--5 siung bawang putih, haluskan--secukupnya Garam--secukupnya Lada--Perasan jeruk nipis--Minyak untuk menggoreng--","Bersihkan udang, buang kotoran di kepala & belah punggung. Saya potong kumis & duri di kepala n ekor--Kucurkan perasan air jeruk nipis, taburkan garam, lada & bumbu halus. Ratakan & Diamkan minimal 10 menit--Panaskan minyak, goreng udang hingga matang. Seberapa keringnya tergantung selera yaa----",33,/id/resep/3970336-udang-goreng-garlic
Udang Goreng Gurih,Udang,500 gr udang ukuran besar--1 buah jeruk nipis--1/2 sdt garam--Minyak untuk menggoreng--Bumbu halus :--7 siung bawang putih--5 butir kemiri--3 cm jahe--3 cm lengkuas--1/2 sdt merica bubuk--1/2 sdt kunyit bubuk--secukupnya Garam--,"Cuci udang, buang kepalanya lalu lumuri dengan air jeruk nipis dan garam, ratakan. Diamkan sebentar. Cuci bersih kembali dan tiriskan--Lumuri udang dengan bumbu halus dan diamkan kurang lebih 30 menit--Panaskan minyak dan goreng udang hingga matang dan kering. Angkat dan tiriskan--Sajikan hangat--",9,/id/resep/3969152-udang-goreng-gurih
Botok Udang (Calon Udang),Udang,Bumbu yg di haluskan:--3 siung bawang merah--3 siung bawang putih--4 butir kemiri--5-7 biji cabe keriting merah--5-7 biji cabe rawit merah (sesuai selera)--1 ruas jahe--1 ruas lengkuas--3 cm sereh (ambil bagian dalam /putihnya aja)--10-20 lada butiran--Sedikit gula merah--2 sdt garam--1/2 sachet royco ayam--Bahan lainya :--1/4 udang ukuran kecil(bersihkan dan buang kepalanya)--1/2 butir kelapa parut (yg muda)--1 butir telur--Duan salam secukupnya (cuci bersih)--Daun pisang yg sudah di bersihkan untuk membungkus--Lidi (saya buat dari tusuk sate yg d potong2 kecil)--,"Haluskan semua bumbu saya pake ulekan--Setelah bumbu halus,masukan udang haluskan juga, setelah udang sudah halus masukan kelapa parut, haluskan juga lalu masukan 1 butir telur,aduk2 sampai rata--Siapkan daun pisang yg untuk membungkus,beri daun salam dan ambil 1 sendok makan adonan lalu bungkus--Lakukan sampai adonan habis--Lalu kukus sampai matang kira2 25- 30 menit--Angkat dan sajikan--Selamat mencoba ❤❤--",8,/id/resep/3967858-botok-udang-calon-udang
Dimsum ayam udang ,Udang,500 gr ayam giling--150 gr udang haluskan--300 gr tepung sagu tani--1 buah wortel di parut--1 batang daun bawang--6 siung bawang putih di haluskan--2 sdm garam--3 sdm gula pasir--1/2 sachet royco rasa ayam--2 sdm lada bubuk--1 butir telur ayam--30 lembar kulit pangsit--Saus sambal extra pedas (optional)--,"Campurkan daging ayam, udang, telur bawang putih, daun bawang, garam, gula, lada, royco, tepung aduk hingga merata.--Bentuk adonan dengan menggunakan kulit lumpia, taburi wortel parut di atasnya--Kukus dim sum kurang lebih 20menit--Pada saat mengukus, oleskan dimsum dengan air menggunakan kuas supaya kulit lumpia tidak kering--Siapkan saus extra pedas yang diencerkan dengan air panas--Sajikan dimsum selagi hangat.--Selamat mencoba--",18,/id/resep/3968008-dimsum-ayam-udang-ala-amih-fatih
